,Time,Data
0,125,1803.12
1,126,1796.1443138694415
2,127,1789.2241320386026
3,128,1782.3591189683598
4,129,1775.5489391195908
5,130,1768.7932569531697
6,131,1762.0917369299739
7,132,1755.4440435108806
8,133,1748.8498411567657
9,134,1742.3087943285057
10,135,1735.8205674869764
11,136,1729.3848250930557
12,137,1723.0012316076188
13,138,1716.6694514915423
14,139,1710.3891492057032
15,140,1704.1599892109775
16,141,1697.9816359682422
17,142,1691.853753938373
18,143,1685.7760075822473
19,144,1679.7480613607404
20,145,1673.7695797347296
21,146,1667.840227165091
22,147,1661.959668112701
23,148,1656.1275670384362
24,149,1650.343588403173
25,150,1644.607396667788
26,151,1638.9186562931573
27,152,1633.2770317401578
28,153,1627.6821874696655
29,154,1622.1337879425575
30,155,1616.6314976197095
31,156,1611.174980961998
32,157,1605.7639024303
33,158,1600.3979264854916
34,159,1595.0767175884496
35,160,1589.7999402000498
36,161,1584.5672587811694
37,162,1579.3783377926839
38,163,1574.2328416954706
39,164,1569.1304349504062
40,165,1564.070782018366
41,166,1559.0535473602272
42,167,1554.078395436866
43,168,1549.1449907091592
44,169,1544.252997637983
45,170,1539.4020806842136
46,171,1534.591904308728
47,172,1529.8221329724022
48,173,1525.092431136113
49,174,1520.4024632607366
50,175,1515.7518938071491
51,176,1511.140387236228
52,177,1506.5676080088492
53,178,1502.0332205858886
54,179,1497.5368894282233
55,180,1493.0782789967295
56,181,1488.6570537522834
57,182,1484.2728781557623
58,183,1479.925416668042
59,184,1475.614333749999
60,185,1471.33929386251
61,186,1467.099961466451
62,187,1462.8960010226988
63,188,1458.72707699213
64,189,1454.5928538356202
65,190,1450.492996014047
66,191,1446.4271679882863
67,192,1442.3950342192143
68,193,1438.3962591677082
69,194,1434.4305072946433
70,195,1430.497443060897
71,196,1426.5967309273458
72,197,1422.7280353548658
73,198,1418.8910208043333
74,199,1415.085351736625
75,200,1411.3106926126168
76,201,1407.566707893186
77,202,1403.8530620392082
78,203,1400.1694195115615
79,204,1396.51544477112
80,205,1392.8908022787623
81,206,1389.295156495363
82,207,1385.7281718817997
83,208,1382.1895128989488
84,209,1378.6788440076862
85,210,1375.195829668889
86,211,1371.7401343434328
87,212,1368.311422492195
88,213,1364.9093585760515
89,214,1361.533607055879
90,215,1358.1838323925535
91,216,1354.8596990469523
92,217,1351.5608714799512
93,218,1348.2870141524265
94,219,1345.037791525255
95,220,1341.8128680593131
96,221,1338.6119082154771
97,222,1335.4345764546235
98,223,1332.2805372376292
99,224,1329.1494550253701
100,225,1326.0409942787228
101,226,1322.9548194585643
102,227,1319.8905950257697
103,228,1316.8479854412167
104,229,1313.826655165781
105,230,1310.8262686603396
106,231,1307.8464903857684
107,232,1304.8869848029447
108,233,1301.947416372744
109,234,1299.0274495560436
110,235,1296.1267488137196
111,236,1293.244978606648
112,237,1290.3818033957057
113,238,1287.5368876417688
114,239,1284.7098958057147
115,240,1281.9004923484188
116,241,1279.108341730758
117,242,1276.3331084136084
118,243,1273.5744568578468
119,244,1270.8320515243497
120,245,1268.1055568739932
121,246,1265.3946373676545
122,247,1262.6989574662093
123,248,1260.018181630534
124,249,1257.3519743215054
125,250,1254.7
126,251,1252.061923126894
127,252,1249.4374081630642
128,253,1246.826119569387
129,254,1244.2277218067384
130,255,1241.6418793359949
131,256,1239.0682566180333
132,257,1236.5065181137302
133,258,1233.9563282839613
134,259,1231.417351589604
135,260,1228.889252491534
136,261,1226.3716954506283
137,262,1223.8643449277629
138,263,1221.3668653838142
139,264,1218.8789212796592
140,265,1216.400177076174
141,266,1213.9302972342348
142,267,1211.4689462147187
143,268,1209.0157884785015
144,269,1206.5704884864601
145,270,1204.1327106994709
146,271,1201.70211957841
147,272,1199.278379584154
148,273,1196.8611551775796
149,274,1194.4501108195627
150,275,1192.0449109709807
151,276,1189.645220092709
152,277,1187.2507026456253
153,278,1184.8610230906047
154,279,1182.475845888524
155,280,1180.0948355002602
156,281,1177.717656386689
157,282,1175.343973008688
158,283,1172.9734498271325
159,284,1170.605751302899
160,285,1168.2405418968651
161,286,1165.8774860699064
162,287,1163.5162482828991
163,288,1161.15649299672
164,289,1158.7978846722458
165,290,1156.4400877703522
166,291,1154.0827667519168
167,292,1151.725586077815
168,293,1149.3682102089233
169,294,1147.0103036061191
170,295,1144.6515307302777
171,296,1142.2915560422757
172,297,1139.930044002991
173,298,1137.5666590732985
174,299,1135.2010657140752
175,300,1132.8329283861974
176,301,1130.4619115505418
177,302,1128.0876796679843
178,303,1125.7098971994021
179,304,1123.328228605671
180,305,1120.9423383476678
181,306,1118.551890886269
182,307,1116.1565506823508
183,308,1113.7559821967902
184,309,1111.3498498904628
185,310,1108.9378182242453
186,311,1106.5195516590147
187,312,1104.094714655647
188,313,1101.6629716750185
189,314,1099.2239871780064
190,315,1096.777425625486
191,316,1094.322951478335
192,317,1091.8602291974287
193,318,1089.3889232436443
194,319,1086.9086980778582
195,320,1084.4192181609465
196,321,1081.9201479537855
197,322,1079.4111519172527
198,323,1076.8918945122234
199,324,1074.3620401995747
200,325,1071.8212534401828
201,326,1069.269198694924
202,327,1066.7055404246748
203,328,1064.1299430903118
204,329,1061.542071152712
205,330,1058.9415890727505
206,331,1056.3281613113052
207,332,1053.7014523292514
208,333,1051.0611265874666
