,Time,Data
0,0,58.55
1,1,58.458167502103116
2,2,58.36650362712221
3,3,58.27500821922234
4,4,58.183681122568565
5,5,58.0925221813259
6,6,58.00153123965941
7,7,57.910708141734126
8,8,57.8200527317151
9,9,57.72956485376737
10,10,57.63924435205598
11,11,57.549091070746
12,12,57.45910485400246
13,13,57.36928554599038
14,14,57.27963299087484
15,15,57.19014703282086
16,16,57.100827515993494
17,17,57.0116742845578
18,18,56.922687182678786
19,19,56.83386605452154
20,20,56.745210744251075
21,21,56.65672109603246
22,22,56.56839695403074
23,23,56.48023816241093
24,24,56.39224456533809
25,25,56.30441600697727
26,26,56.21675233149352
27,27,56.12925338305187
28,28,56.041919005817356
29,29,55.95474904395507
30,30,55.867743341629996
31,31,55.78090174300723
32,32,55.69422409225179
33,33,55.60771023352871
34,34,55.52136001100305
35,35,55.435173268839854
36,36,55.349149851204196
37,37,55.26328960226107
38,38,55.17759236617554
39,39,55.09205798711265
40,40,55.00668630923746
41,41,54.92147717671501
42,42,54.83643043371031
43,43,54.75154592438845
44,44,54.66682349291446
45,45,54.58226298345337
46,46,54.49786424017025
47,47,54.41362710723011
48,48,54.32955142879804
49,49,54.24563704903905
50,50,54.16188381211819
51,51,54.078291562200526
52,52,53.99486014345107
53,53,53.911589400034885
54,54,53.82847917611703
55,55,53.74552931586251
56,56,53.66273966343641
57,57,53.58011006300375
58,58,53.4976403587296
59,59,53.41533039477896
60,60,53.33318001531693
61,61,53.25118906450851
62,62,53.16935738651876
63,63,53.08768482551273
64,64,53.00617122565547
65,65,52.92481643111202
66,66,52.8436202860474
67,67,52.76258263462668
68,68,52.68170332101491
69,69,52.60098218937714
70,70,52.52041908387838
71,71,52.44001384868369
72,72,52.35976632795812
73,73,52.27967636586671
74,74,52.19974380657452
75,75,52.11996849424658
76,76,52.04035027304794
77,77,51.96088898714363
78,78,51.881584480698734
79,79,51.80243659787825
80,80,51.72344518284725
81,81,51.64461007977077
82,82,51.565931132813866
83,83,51.487408186141565
84,84,51.40904108391892
85,85,51.33082967031096
86,86,51.25277378948277
87,87,51.17487328559933
88,88,51.09712800282576
89,89,51.019537785327074
90,90,50.94210247726829
91,600,28.169999999999998
92,601,28.151337710233
93,602,28.132750542408818
94,603,28.114238340692506
95,604,28.095800949249103
96,605,28.077438212243646
97,606,28.05914997384121
98,607,28.040936078206812
99,608,28.0227963695055
100,609,28.00473069190234
101,610,27.98673888956234
102,611,27.968820806650566
103,612,27.950976287332075
104,613,27.933205175771892
105,614,27.915507316135074
106,615,27.89788255258665
107,616,27.880330729291686
108,617,27.862851690415198
109,618,27.845445280122263
110,619,27.828111342577902
111,620,27.810849721947175
112,621,27.79366026239512
113,622,27.776542808086777
114,623,27.7594972031872
115,624,27.74252329186143
116,625,27.725620918274515
117,626,27.708789926591486
118,627,27.692030160977406
119,628,27.6753414655973
120,629,27.658723684616234
121,630,27.642176662199237
122,631,27.625700242511364
123,632,27.609294269717655
124,633,27.592958587983155
125,634,27.576693041472897
126,635,27.56049747435196
127,636,27.544371730785343
128,637,27.528315654938126
129,638,27.512329090975342
130,639,27.49641188306203
131,640,27.480563875363245
132,641,27.464784912044024
133,642,27.449074837269414
134,643,27.43343349520447
135,644,27.41786073001421
136,645,27.4023563858637
137,646,27.38692030691799
138,647,27.371552337342113
139,648,27.356252321301106
140,649,27.341020102960037
141,650,27.325855526483924
142,651,27.31075843603783
143,652,27.295728675786798
144,653,27.280766089895867
145,654,27.26587052253008
146,655,27.25104181785449
147,656,27.23627982003415
148,657,27.221584373234066
149,658,27.206955321619322
150,659,27.192392509354953
151,660,27.177895780606004
152,661,27.163464979537505
153,662,27.14909995031452
154,663,27.13480053710208
155,664,27.120566584065237
156,665,27.106397935369035
157,666,27.09229443517851
158,667,27.078255927658734
159,668,27.064282256974717
160,669,27.050373267291523
161,670,27.03652880277419
162,671,27.022748707587766
163,672,27.0090328258973
164,673,26.99538100186783
165,674,26.9817930796644
166,675,26.968268903452053
167,676,26.954808317395845
168,677,26.94141116566081
169,678,26.928077292412006
170,679,26.914806541814464
171,680,26.90159875803322
172,681,26.888453785233345
173,682,26.875371467579864
174,683,26.86235164923783
175,684,26.849394174372293
176,685,26.83649888714828
177,686,26.82366563173085
178,687,26.810894252285046
179,688,26.79818459297591
180,689,26.78553649796849
181,690,26.77294981142782
182,691,26.760424377518962
183,692,26.747960040406937
184,693,26.73555664425682
185,694,26.723214033233635
186,695,26.710932051502425
187,1200,24.89
188,1201,24.88840737011305
189,1202,24.886796575094383
190,1203,24.885167673007654
191,1204,24.88352072191653
192,1205,24.881855779884688
193,1206,24.880172904975776
194,1207,24.87847215525347
195,1208,24.876753588781433
196,1209,24.875017263623327
197,1210,24.873263237842817
198,1211,24.87149156950358
199,1212,24.869702316669272
200,1213,24.86789553740356
201,1214,24.866071289770094
202,1215,24.864229631832572
203,1216,24.862370621654627
204,1217,24.860494317299946
205,1218,24.858600776832183
206,1219,24.856690058315014
207,1220,24.854762219812088
208,1221,24.852817319387086
209,1222,24.850855415103656
210,1223,24.84887656502548
211,1224,24.84688082721622
212,1225,24.844868259739542
213,1226,24.842838920659098
214,1227,24.84079286803857
215,1228,24.838730159941615
216,1229,24.836650854431895
217,1230,24.83455500957308
218,1231,24.83244268342884
219,1232,24.830313934062826
220,1233,24.82816881953872
221,1234,24.826007397920176
222,1235,24.823829727270873
223,1236,24.821635865654457
224,1237,24.8194258711346
225,1238,24.817199801774976
226,1239,24.814957715639242
227,1240,24.812699670791066
228,1241,24.810425725294113
229,1242,24.80813593721205
230,1243,24.805830364608536
231,1244,24.80350906554724
232,1245,24.801172098091833
233,1246,24.79881952030597
234,1247,24.796451390253317
235,1248,24.794067765997553
236,1249,24.79166870560233
237,1250,24.78925426713132
238,1251,24.786824508648184
239,1252,24.784379488216587
240,1253,24.7819192639002
241,1254,24.779443893762675
242,1255,24.7769534358677
243,1256,24.774447948278915
244,1257,24.771927489059998
245,1258,24.769392116274624
246,1259,24.76684188798643
247,1260,24.76427686225911
248,1261,24.76169709715632
249,1262,24.759102650741717
250,1263,24.756493581078974
251,1264,24.753869946231763
252,1265,24.751231804263725
253,1266,24.74857921323856
254,1267,24.745912231219904
255,1268,24.743230916271433
256,1269,24.740535326456815
257,1270,24.737825519839713
258,1271,24.7351015544838
259,1272,24.732363488452716
260,1273,24.729611379810155
261,1274,24.726845286619767
262,1275,24.724065266945225
263,1276,24.721271378850176
264,1277,24.718463680398308
265,1278,24.715642229653287
