,Exp,Folder,Mode,Frame,MeanR,VarR,MinR,Q1R,MedR,Q3R,MaxR,SkewR,KurtR,PtsR,MeanSig,VarSig,MinSig,Q1Sig,MedSig,Q3Sig,MaxSig,SkewSig,KurtSig,PtsSig,MeanRef,VarRef,MinRef,Q1Ref,MedRef,Q3Ref,MaxRef,SkewRef,KurtRef,PtsRef,MeanIR,VarIR,MinIR,Q1IR,MedIR,Q3IR,MaxIR,SkewIR,KurtIR,PtsIR
10,08_04_2024_2gSodiumForDA,00,Gen,10,80.165625,243.43928893152608,0,0.0,0.0,0.0,940,2.7411047427198496,5.615993436978814,1487,35.343417553191486,138.90472330870995,0,2.0,3.0,4.0,3242,7.884887038875371,90.93865494690071,13476,4.785106382978723,19.757064222470156,0,0.0,0.0,0.0,255,5.624513314440035,34.37869957134909,1832,819.2093085106383,407.9563256486604,0,634.0,827.0,960.0,2919,0.6766042534078126,2.920391176819326,13723
11,08_04_2024_2gSodiumForDA,00,Gen,11,79.89940159574468,243.3381540853889,0,0.0,0.0,0.0,941,2.7495750905804814,5.6606799783542545,1478,35.326329787234044,139.21756621530386,0,2.0,3.0,4.0,3247,7.894332755805717,91.12464178742518,13449,4.773271276595745,19.724978856629836,0,0.0,0.0,0.0,255,5.652379637798833,34.81088024159814,1837,819.2166888297872,407.9577385101461,0,636.0,827.0,960.0,2906,0.6817489472598802,2.9407824610708966,13723
12,08_04_2024_2gSodiumForDA,00,Gen,12,79.63058510638298,242.8343507626051,0,0.0,0.0,0.0,936,2.7564521604533563,5.704431881259131,1476,36.301529255319146,141.3775505735335,0,2.0,3.0,5.0,3232,7.5306925621896195,79.45362145297483,13449,4.886236702127659,19.998497867455207,0,0.0,0.0,0.0,255,5.584286786138395,33.69057279093838,1886,819.3157579787234,407.81386811667136,0,633.0,828.0,961.0,2821,0.6746311379651977,2.9139652749437746,13723
13,08_04_2024_2gSodiumForDA,00,Gen,13,76.65425531914893,238.87812649340384,0,0.0,0.0,0.0,936,2.831556541942281,6.128002353530775,1420,36.076462765957444,141.69710307718609,0,2.0,3.0,5.0,3221,7.571902441258063,80.15056254001598,13458,4.87845744680851,20.01949817540384,0,0.0,0.0,0.0,255,5.582093125108036,33.68747331994098,1851,819.1939494680851,407.8892837146401,0,635.0,827.0,962.0,2827,0.6792313954806508,2.9434620683062915,13723
14,08_04_2024_2gSodiumForDA,00,Gen,14,80.47127659574468,243.92270962481277,0,0.0,0.0,0.0,940,2.7338606218688324,5.573999396729498,1491,35.01622340425532,136.7138648924184,0,2.0,3.0,5.0,3243,7.709085395624421,84.30251316053194,13455,4.754122340425532,19.59093761742183,0,0.0,0.0,0.0,255,5.632836579279015,34.595144335120885,1837,819.5023271276596,408.10597907180795,0,635.0,827.0,963.0,2833,0.6763701519839008,2.919785202392416,13723
15,08_04_2024_2gSodiumForDA,00,Gen,15,83.01761968085107,247.43784120735324,0,0.0,0.0,0.0,933,2.6741811067734687,5.241722842844744,1535,34.326396276595744,133.48095995406183,0,2.0,3.0,5.0,3204,7.65248120425635,83.43868460930646,13455,4.7081781914893615,19.40552364691046,0,0.0,0.0,0.0,255,5.6015988561975485,33.872117668719035,1827,819.3790558510639,407.730329763047,0,634.0,829.0,961.0,2882,0.6708594387447107,2.9111379570847493,13723
16,08_04_2024_2gSodiumForDA,00,Gen,16,80.3126329787234,243.65304809447179,0,0.0,0.0,0.0,933,2.7373257969399365,5.594333609491823,1489,34.93410904255319,136.75717524206996,0,2.0,3.0,4.0,3201,7.7136247379278,85.19771550120957,13462,4.753523936170213,19.631111518290957,0,0.0,0.0,0.0,255,5.632965639359096,34.46443310983877,1837,819.5356382978723,407.64926362519907,0,635.0,828.0,963.0,2860,0.6672472120627366,2.8921697757187887,13723
17,08_04_2024_2gSodiumForDA,00,Gen,17,77.61323138297873,241.8176750705503,0,0.0,0.0,0.0,3789,2.984394136838521,9.416746585699544,1432,35.56662234042553,140.07038771129112,0,2.0,3.0,4.0,3280,7.62609126440089,82.31609291146471,13454,4.817287234042553,19.91343284153985,0,0.0,0.0,0.0,255,5.593911969320019,33.79370696175101,1816,820.1853723404255,407.603524343581,0,636.0,829.0,961.0,2827,0.6683012594377571,2.919826711013684,13723
18,08_04_2024_2gSodiumForDA,00,Gen,18,84.22007978723404,248.8947271609109,0,0.0,0.0,0.0,936,2.647952984633853,5.105630878475138,1560,34.4311170212766,132.8788223357959,0,2.0,3.0,4.0,3218,7.462889677304083,79.86283343314098,13475,4.714095744680851,19.467551104102256,0,0.0,0.0,0.0,255,5.582772276176964,33.50323569334504,1828,819.6632313829788,407.1074402456776,0,637.0,827.0,964.0,2841,0.6619013708722068,2.9064097386900576,13723
19,08_04_2024_2gSodiumForDA,00,Gen,19,81.90531914893617,245.9555331360067,0,0.0,0.0,0.0,936,2.7015732729400552,5.394933018330537,1516,34.05565159574468,132.6685701135917,0,2.0,3.0,5.0,3201,7.716728495140931,86.23248235676417,13459,4.6680851063829785,19.39415676295178,0,0.0,0.0,0.0,255,5.6530377679485335,34.84445735243734,1783,819.7453457446809,406.04537634507085,0,638.0,829.5,963.0,2850,0.641674913692897,2.848410316315209,13723
20,08_04_2024_2gSodiumForDA,00,Gen,20,80.95578457446808,244.63178115454915,0,0.0,0.0,0.0,936,2.7221233049915394,5.505452488415031,1499,34.082646276595746,134.36620289627587,0,2.0,3.0,4.0,3244,8.058906056196143,98.0046493489925,13471,4.662034574468085,19.419961766425878,0,0.0,0.0,0.0,255,5.670705634748619,35.085857523795916,1786,820.4315824468085,407.38225909639857,0,638.0,830.0,961.0,2874,0.6655615838445392,2.9284811811547264,13723
21,08_04_2024_2gSodiumForDA,00,Gen,21,82.48277925531914,246.24344487708765,0,0.0,0.0,0.0,936,2.6832021413200233,5.298185506673603,1533,33.78882978723404,130.99972371951037,0,2.0,3.0,4.0,3250,7.687657878988192,85.91131132290607,13472,4.633843085106383,19.244739841330258,0,0.0,0.0,0.0,255,5.6373257915437796,34.35009301400857,1803,820.2959441489362,407.1420137967141,0,637.0,830.0,960.0,2803,0.6541072271910601,2.872553767275985,13723
22,08_04_2024_2gSodiumForDA,00,Gen,22,81.42566489361703,245.1908175839451,0,0.0,0.0,0.0,936,2.710124362656428,5.440411284518676,1508,33.43550531914894,131.52253655686175,0,2.0,3.0,4.0,3250,8.163444528421728,102.1078028051981,13463,4.58031914893617,19.194866082906053,0,0.0,0.0,0.0,255,5.696299041412938,35.42385825926893,1768,820.3883643617021,406.6918602411664,0,638.0,830.0,964.0,2868,0.6497653458842233,2.872270122786496,13723
23,08_04_2024_2gSodiumForDA,00,Gen,23,81.05904255319149,244.53848459935116,0,0.0,0.0,0.0,936,2.716421643198294,5.47518923642963,1503,33.46063829787234,131.21935931548762,0,2.0,3.0,4.0,3238,7.881053577011331,90.71035560337292,13448,4.578789893617022,19.163793283265388,0,0.0,0.0,0.0,255,5.721082875876997,35.8046358151943,1786,820.7287234042553,407.1506454428637,0,638.0,831.0,962.0,2842,0.6590786105951358,2.9053986076385456,13723
24,08_04_2024_2gSodiumForDA,00,Gen,24,85.13211436170212,249.87263650505412,0,0.0,0.0,0.0,933,2.624586846908205,4.979338008577465,1579,32.369614361702126,123.44759588763318,0,2.0,3.0,4.0,2608,7.222746977214486,71.85182827904183,13441,4.5029920212765955,18.83436669249548,0,0.0,0.0,0.0,255,5.622204130963605,33.9684805324634,1759,820.7429521276596,407.69014427653406,0,638.0,830.0,962.0,2832,0.6608663969769204,2.8902969491684978,13723
25,08_04_2024_2gSodiumForDA,00,Gen,25,80.41489361702128,244.07417955188308,0,0.0,0.0,0.0,936,2.7371932908994197,5.588805524921645,1487,33.694946808510636,132.94538862797754,0,2.0,3.0,4.0,3241,7.864218366266833,90.83167309731287,13452,4.602925531914893,19.344996795443805,0,0.0,0.0,0.0,255,5.685772562538239,35.11595323461697,1746,821.1462765957447,407.1997476107044,0,638.0,831.0,962.0,2862,0.6552497573275629,2.8900988152592113,13723
26,08_04_2024_2gSodiumForDA,00,Gen,26,81.20212765957447,244.97564679385746,0,0.0,0.0,0.0,932,2.7163974068186616,5.474632041905624,1503,34.222007978723404,133.95148020915389,0,2.0,3.0,4.0,3240,7.663999414010383,84.5322891698348,13448,4.667885638297872,19.468093251214544,0,0.0,0.0,0.0,255,5.65220301058492,34.68263092566932,1788,820.866954787234,407.19403821652116,0,637.75,830.0,965.0,2837,0.6606658316409337,2.9172367481389445,13723
27,08_04_2024_2gSodiumForDA,00,Gen,27,80.45738031914894,243.99493431380262,0,0.0,0.0,0.0,933,2.735473949299434,5.582172747313891,1490,34.25285904255319,134.4033805697654,0,2.0,3.0,4.0,2830,7.5450176871846155,78.56315797652434,13468,4.657978723404256,19.48635747976862,0,0.0,0.0,0.0,255,5.651724274529803,34.46587611549082,1775,821.5427526595745,407.2057241280329,0,638.0,831.0,964.25,2831,0.6493086128529196,2.875616369436811,13723
28,08_04_2024_2gSodiumForDA,00,Gen,28,80.9532579787234,244.7036956801943,0,0.0,0.0,0.0,933,2.7215116092236404,5.498806242161541,1497,34.04321808510638,133.69278750205436,0,2.0,3.0,4.0,3248,7.737870699735608,86.48954360637052,13459,4.658976063829787,19.405403201676585,0,0.0,0.0,0.0,255,5.6643536064307245,34.97811438657306,1777,821.5746675531915,407.2379739538979,0,637.0,832.0,965.0,2829,0.6491198146155255,2.8746120287815,13723
29,08_04_2024_2gSodiumForDA,00,Gen,29,82.35159574468085,246.66366793113417,0,0.0,0.0,0.0,936,2.691019699052005,5.332621065428317,1522,33.652925531914896,131.8092558899024,0,2.0,3.0,4.0,3212,7.629839556464054,84.17983654654788,13473,4.621941489361702,19.36240729980095,0,0.0,0.0,0.0,255,5.657865505688765,34.72903347734442,1760,821.2620345744681,406.53591692508036,0,639.0,831.0,965.0,2803,0.6434539795027049,2.864515479720116,13723
30,08_04_2024_2gSodiumForDA,00,Gen,30,80.43856382978723,244.24423641811762,0,0.0,0.0,0.0,936,2.737114467614478,5.585671946103384,1485,34.27353723404255,135.2975028340371,0,2.0,3.0,4.0,3269,7.81108203038629,88.76714891293273,13460,4.672739361702128,19.546087828790476,0,0.0,0.0,0.0,255,5.658276122892072,34.70456913468978,1766,821.4732712765957,406.1069744347067,0,640.0,830.0,966.0,2814,0.6337973694375385,2.84169815456697,13723
31,08_04_2024_2gSodiumForDA,00,Gen,31,82.41382978723404,246.57054959130514,0,0.0,0.0,0.0,933,2.68884806681462,5.324709047426289,1526,33.2904920212766,129.24890062918777,0,2.0,3.0,4.0,2797,7.49318590870137,78.88180874922165,13461,4.583510638297873,19.19770651790883,0,0.0,0.0,0.0,255,5.650715022481286,34.54102017620193,1752,821.2648271276596,406.3156973223267,0,640.0,830.0,967.0,2818,0.6375945199252053,2.856232132066218,13723
32,08_04_2024_2gSodiumForDA,00,Gen,32,83.8438164893617,248.0884033149687,0,0.0,0.0,0.0,933,2.6525869699651423,5.131404849039869,1557,32.45119680851064,125.02905784024252,0,2.0,3.0,4.0,2782,7.397089209249973,77.84930298293862,13455,4.492220744680851,18.928921306392823,0,0.0,0.0,0.0,255,5.673604997084858,34.78825930319191,1739,821.4831781914894,406.4500036106678,0,639.0,832.0,965.0,2838,0.6407588463751365,2.869926543041731,13723
33,08_04_2024_2gSodiumForDA,00,Gen,33,79.98085106382979,243.49029979874805,0,0.0,0.0,0.0,934,2.746048284131722,5.635123264127172,1478,32.69521276595745,128.0413644660054,0,2.0,3.0,4.0,3196,7.704504248596627,86.55414637510833,13471,4.5033909574468085,19.02211378815437,0,0.0,0.0,0.0,255,5.6913852933498825,35.10856257601237,1711,821.4056515957446,406.2066643105373,0,639.75,831.0,966.0,2844,0.6383820384425615,2.861776845734023,13723
34,08_04_2024_2gSodiumForDA,00,Gen,34,80.11476063829787,243.4692400952307,0,0.0,0.0,0.0,937,2.740605191996643,5.606427603182581,1483,33.244547872340426,132.47080683842475,0,2.0,3.0,4.0,3217,8.138799638690564,99.85798617703722,13466,4.544547872340425,19.23308553812563,0,0.0,0.0,0.0,255,5.732381174904337,35.87015909782972,1732,821.562034574468,405.41838631248856,0,640.0,831.5,966.25,2836,0.6205690281575297,2.811341568485763,13723
35,08_04_2024_2gSodiumForDA,00,Gen,35,78.97034574468086,242.1810049265237,0,0.0,0.0,0.0,940,2.7713499699488557,5.776421755797168,1459,33.588364361702126,133.34511259675665,0,2.0,3.0,4.0,3260,7.9481146481034415,92.66831626439576,13478,4.5880984042553195,19.348987805482217,0,0.0,0.0,0.0,255,5.702010789197815,35.363026800759734,1737,822.5961436170213,407.78002933634923,0,639.0,832.0,966.0,2825,0.6542480089799952,2.9003891314469374,13723
36,08_04_2024_2gSodiumForDA,00,Gen,36,80.74075797872341,244.44414584900778,0,0.0,0.0,0.0,939,2.7276201712701047,5.53446409675276,1493,33.540625,131.64650219849648,0,2.0,3.0,4.0,3255,7.710264678127,86.46546595739248,13451,4.597340425531915,19.292350301627486,0,0.0,0.0,0.0,255,5.6737146213742085,34.937000674476,1746,822.7210771276596,407.97496997353113,0,641.0,832.0,965.0,2849,0.6572594674959717,2.9100162672462773,13723
37,08_04_2024_2gSodiumForDA,00,Gen,37,79.91775265957448,243.16727744049322,0,0.0,0.0,0.0,938,2.7448319808402504,5.6295528311585645,1480,32.699933510638296,128.53715436863797,0,2.0,3.0,4.0,3238,7.851000919456539,90.80008015255254,13476,4.502460106382979,19.004247686190823,0,0.0,0.0,0.0,255,5.719648054438246,35.60885432814862,1733,822.9626329787234,407.48327998916346,0,641.0,833.0,966.0,2858,0.6492470877114729,2.897738833826624,13723
38,08_04_2024_2gSodiumForDA,00,Gen,38,87.07027925531915,252.2015685211923,0,0.0,0.0,0.0,933,2.5789942032404176,4.736652970134922,1615,30.88277925531915,116.64328530454482,0,2.0,3.0,4.0,2578,7.137747913599625,71.10732445942327,13449,4.329654255319149,18.244267487544036,0,0.0,0.0,0.0,255,5.678630006903206,34.63514429292217,1722,822.3405585106383,408.00697640664987,0,640.0,830.0,965.0,2855,0.6593525716858428,2.9026382437771447,13723
39,08_04_2024_2gSodiumForDA,00,Gen,39,80.23809840425533,243.27348408014038,0,0.0,0.0,0.0,936,2.7324675005385974,5.561841080945564,1489,32.44906914893617,128.57469085886484,0,2.0,3.0,4.0,3253,7.928818554450753,92.57391502310165,13457,4.436236702127659,18.890081073548856,0,0.0,0.0,0.0,255,5.791086972309599,36.690887376233476,1707,822.5606382978723,405.86615292353986,0,641.0,833.0,967.0,2817,0.6297122995877332,2.8585589408326095,13723
40,08_04_2024_2gSodiumForDA,00,Gen,40,77.5783244680851,240.1097886813381,0,0.0,0.0,0.0,936,2.804285706201214,5.964450279861778,1436,32.385172872340426,129.06121127674308,0,2.0,3.0,4.0,3243,7.941536165708404,93.10967007493328,13483,4.447606382978724,19.055990279888196,0,0.0,0.0,0.0,255,5.755578714382388,36.112256965984066,1663,822.0474069148936,405.07704129982824,0,642.75,833.0,964.0,2842,0.617161030665234,2.825028277126729,13723
41,08_04_2024_2gSodiumForDA,00,Gen,41,78.11675531914894,240.74198427057934,0,0.0,0.0,0.0,933,2.7883759253125846,5.872781944189281,1446,32.26143617021277,128.21527878906903,0,2.0,3.0,4.0,2794,7.7312099307741855,83.91306730605628,13463,4.424933510638298,18.895318516253848,0,0.0,0.0,0.0,255,5.733902372900846,35.498782177743415,1663,823.0273271276595,406.8545627419862,0,640.0,833.0,966.0,2830,0.6386335265419063,2.871729803504148,13723
42,08_04_2024_2gSodiumForDA,00,Gen,42,78.04541223404256,240.8451461839922,0,0.0,0.0,0.0,936,2.7932426949766795,5.899893249501266,1443,32.52267287234042,129.19422184968303,0,2.0,3.0,4.0,3232,7.780198580172685,88.82860416867423,13476,4.465026595744681,19.105404026903162,0,0.0,0.0,0.0,255,5.726911070194089,35.59492642886214,1655,822.9775930851064,405.21392198410297,0,643.0,833.0,968.0,2807,0.6160917412697255,2.8338085198433864,13723
43,08_04_2024_2gSodiumForDA,00,Gen,43,78.3876994680851,241.40146611136848,0,0.0,0.0,0.0,936,2.784615563888317,5.849548905745518,1447,32.77872340425532,130.76128302265928,0,2.0,3.0,4.0,3244,7.93339328269863,93.24125773475613,13468,4.478257978723405,19.165143327767534,0,0.0,0.0,0.0,255,5.734201164911276,35.65366313659228,1673,823.9195478723404,406.1046704580984,0,642.0,834.0,969.0,2833,0.619926595123282,2.8342231844954506,13723
44,08_04_2024_2gSodiumForDA,00,Gen,44,77.65079787234042,240.33717283911693,0,0.0,0.0,0.0,933,2.8043257924261127,5.96401282085216,1436,32.680784574468085,131.07114268441092,0,2.0,3.0,4.0,3202,8.103231753960852,99.75720919156376,13465,4.473337765957447,19.171432836322282,0,0.0,0.0,0.0,255,5.732135681117269,35.72198727870429,1650,824.4945478723404,406.2654312579005,0,642.0,835.0,969.25,2823,0.6218280527235022,2.852538555199861,13723
45,08_04_2024_2gSodiumForDA,00,Gen,45,77.0966755319149,239.8357108114579,0,0.0,0.0,0.0,936,2.8191817229500873,6.042840037085281,1421,32.7968085106383,130.7837547065137,0,2.0,3.0,4.0,3220,7.822416655789127,89.12858331395128,13464,4.509109042553192,19.20976859773525,0,0.0,0.0,0.0,255,5.715239574579709,35.50734866517492,1668,824.5085106382978,405.7804485198533,0,644.0,836.0,969.0,2909,0.617126972100542,2.855964297502415,13723
46,08_04_2024_2gSodiumForDA,00,Gen,46,76.77127659574468,239.29831255788488,0,0.0,0.0,0.0,933,2.826034786477631,6.08174383382984,1416,31.878125,126.39564424135234,0,2.0,3.0,4.0,2767,7.648804496742314,82.55309983176511,13434,4.4143617021276595,18.931261608301163,0,0.0,0.0,0.0,255,5.730210835818944,35.59117343547492,1643,824.5025265957447,405.75326783073285,0,643.0,834.0,970.0,2802,0.6139121529538176,2.8394945628076877,13723
47,08_04_2024_2gSodiumForDA,00,Gen,47,76.23331117021277,238.5774942557783,0,0.0,0.0,0.0,940,2.8404582537614362,6.164644961774993,1406,31.512632978723403,126.925512583811,0,2.0,3.0,4.0,3245,8.098010761294201,97.82240769341512,13466,4.380252659574468,18.88445468261044,0,0.0,0.0,0.0,255,5.785880091679887,36.618896029020576,1609,825.0335106382979,405.43186056091866,0,643.0,836.0,972.0,2827,0.6050974188873232,2.82435644384634,13723
48,08_04_2024_2gSodiumForDA,00,Gen,48,77.91117021276595,240.3291035507856,0,0.0,0.0,0.0,936,2.79048395984694,5.882444977780363,1443,30.07313829787234,119.55969574901859,0,2.0,3.0,4.0,3182,8.160645795425863,101.22080930797792,13462,4.173138297872341,18.128829653873733,0,0.0,0.0,0.0,255,5.8710991580108125,37.86139875932832,1611,824.2074468085107,405.7138829743962,0,645.0,834.0,970.0,2806,0.6112977460606498,2.826017629854441,13723
49,08_04_2024_2gSodiumForDA,00,Gen,49,78.31336436170213,240.8931326072856,0,0.0,0.0,0.0,934,2.7813490214676304,5.831604210297893,1451,28.991688829787233,112.73885340273223,0,2.0,3.0,4.0,2611,7.634904551120472,85.63835544657107,13477,4.092686170212766,17.871569741310697,0,0.0,0.0,0.0,255,5.8227663112796835,36.89830555648811,1568,824.1333776595744,404.5661263149249,0,643.0,836.0,970.0,2827,0.5939984688988104,2.792634755661628,13723
50,08_04_2024_2gSodiumForDA,00,Gen,50,77.92027925531914,240.15377822373472,0,0.0,0.0,0.0,936,2.7905628053378155,5.889647972285614,1447,30.227061170212767,119.9689675039744,0,2.0,3.0,4.0,3220,8.106494956790927,101.91261394563821,13458,4.2130984042553195,18.37481006490047,0,0.0,0.0,0.0,255,5.821374582178455,36.98866862895716,1589,825.3974734042553,405.1421481813241,0,646.0,835.0,971.0,2815,0.5987896110887526,2.813257581037413,13723
51,08_04_2024_2gSodiumForDA,00,Gen,51,75.34773936170212,236.98861283734786,0,0.0,0.0,0.0,936,2.857912568951278,6.266914285401917,1393,30.659242021276597,123.44520346696316,0,2.0,3.0,4.0,3235,8.159296590360936,101.04634027840426,13475,4.240824468085107,18.541230890565863,0,0.0,0.0,0.0,255,5.85195957845749,37.4902589231297,1580,826.1069813829787,405.783507523231,0,645.0,837.0,972.0,2828,0.6036522245998737,2.825407506353298,13723
52,08_04_2024_2gSodiumForDA,00,Gen,52,76.94547872340425,239.0998268790687,0,0.0,0.0,0.0,940,2.8190915738814275,6.051279983634943,1426,31.154255319148938,124.34845732165414,0,2.0,3.0,4.0,3241,7.985985658681744,95.93105630773351,13455,4.312699468085106,18.68383071569832,0,0.0,0.0,0.0,255,5.779593757161202,36.31372565915573,1610,825.7827127659574,405.79288897626674,0,644.0,838.0,971.0,2801,0.6035902697429194,2.8109888803124257,13723
53,08_04_2024_2gSodiumForDA,00,Gen,53,75.52632978723405,237.27587487164388,0,0.0,0.0,0.0,942,2.855610388694874,6.257231940839311,1397,30.661502659574467,123.0988088327417,0,2.0,3.0,4.0,3216,8.13408109946218,100.3461870558029,13463,4.25405585106383,18.54350522268347,0,0.0,0.0,0.0,255,5.832183794307136,37.16013261745927,1584,826.3466090425532,405.4921450074015,0,647.0,838.0,971.25,2808,0.5948644122673465,2.7942460644390046,13723
54,08_04_2024_2gSodiumForDA,00,Gen,54,75.578125,237.77393946793538,0,0.0,0.0,0.0,935,2.857563553825756,6.260147792531727,1392,30.812632978723403,123.96744221248466,0,2.0,3.0,4.0,2790,7.7260190504757835,84.6185501702228,13449,4.276529255319149,18.690296639856903,0,0.0,0.0,0.0,255,5.800025004402954,36.49933710149357,1565,826.486170212766,405.76029692262523,0,647.0,836.0,973.0,2824,0.6023174276830303,2.8200005148962157,13723
55,08_04_2024_2gSodiumForDA,00,Gen,55,76.16742021276596,238.35567140895304,0,0.0,0.0,0.0,934,2.8399686099718915,6.162022905276556,1406,30.826662234042555,124.37087454626132,0,2.0,3.0,4.0,3240,8.143824948449822,100.2499255179126,13467,4.2867021276595745,18.66336677389168,0,0.0,0.0,0.0,255,5.82167256087105,37.06895405850165,1585,826.9032579787234,405.5107383603494,0,647.0,838.0,973.0,2828,0.593829473987893,2.8009056596590423,13723
56,08_04_2024_2gSodiumForDA,00,Gen,56,75.9561835106383,237.9537513347167,0,0.0,0.0,0.0,933,2.843632556239801,6.183369171702747,1403,30.505452127659574,123.2544973373845,0,2.0,3.0,4.0,3218,8.487657028660466,114.72883855606437,13433,4.235106382978723,18.526340979671772,0,0.0,0.0,0.0,255,5.83846155067592,37.28599197171706,1575,826.6608377659575,405.3390095895568,0,647.0,836.0,971.0,2807,0.5946534589805752,2.80130787545475,13723
